1,3,11,94,117,130,131,154,237,256,295,298,308,312,318,327,334
0.395062,0.395062,0.375,0,0,0.190476,0.131313,0,0.018182,0.24,0.090909,0.795455,0.304348,0,0,0.265306,1
0.395062,0.395062,0.125,0,0,0.142857,0.161616,0,0.018182,0.28,0.505051,0.806818,0.217391,0,0,0.346939,1
0.493827,0.493827,0.125,0.020408,0,0.238095,0.080808,0,0,0.2,0.30303,0.534091,0.173913,0,0,0.244898,1
0.567901,0.567901,0.125,0.061224,0,0,0.171717,0.258065,0.109091,0.22,0,0.840909,0.391304,1,0,0.44898,1
0.222222,0.222222,0.125,0,0,0.142857,0.181818,0,0,0.2,0.292929,0.602273,0.434783,0,0,0.326531,1
0.567901,0.246914,0.125,0.061224,0,0.047619,0.050505,0,0,0.08,0.767677,0.659091,0.26087,0.5,0,0,1
0.345679,0.641975,0,0,0,0.142857,0.050505,0,0.036364,0.2,0.585859,0.727273,0.304348,0,0.052632,0.122449,1
0.345679,0.345679,0,0.020408,0,0.095238,0.131313,0,0.018182,0.22,0.525253,0.534091,0.217391,0,0,0.306122,1
0.345679,0.345679,0.125,0,0,0.142857,0.121212,0,0,0.2,0.707071,0.534091,0.26087,0,0,0.367347,1
0.246914,0.246914,0,0.102041,0,0.142857,0.222222,0,0.090909,0.2,0.656566,0.465909,0.304348,0,0,0.469388,1
0.345679,0.345679,0.125,0,0,0.047619,0.242424,0,0.018182,0.24,0.181818,0.715909,0.304348,0,0,0.387755,1
0.469136,0.469136,0.375,0.265306,0,0.142857,0.121212,0,0.036364,0.22,0.858586,0.568182,0.173913,0,0,0.346939,1
0.345679,0.395062,0,0.020408,0,0.095238,0.242424,0.032258,0.218182,0.22,0,0.715909,0.217391,0,0,0.346939,1
0.493827,0.518519,0.25,0.020408,0,0.380952,0.111111,0,0.018182,0.18,0.959596,0.522727,0.130435,0,0,0.265306,1
0.197531,0.197531,0.125,0,0,0.190476,0.151515,0,0.036364,0.18,0.626263,0.738636,0.173913,0,0,0.469388,1
